ID,Manul Aspect,Aspect,Polarity,Summary,Review,Flag,Manul Aspect
1877,Queue+Waiting Time,queue/waiting time,negative,long wait times at busy stations,Lots of stations and only one was “out of order”. So many people attempting to charge and waiting.,0,
1878,Accessibility+Availability ,availability,positive,many stations available except one,Lots of stations and only one was “out of order”. So many people attempting to charge and waiting.,0,
1879,Reliability+Maintenance,reliability,positive,only one station out of order,Lots of stations and only one was “out of order”. So many people attempting to charge and waiting.,0,
1880,Accessibility+Availability ,capacity,positive,enough stations for many people,Lots of stations and only one was “out of order”. So many people attempting to charge and waiting.,0,
1881,Speed+Efficiency ,infrastructure,positive,"Upgraded to 350s, repainted spots",They replaced all the chargers with 350s and repainted the spots!!!  Love it.,0,
1882,Reliability+Maintenance,infrastructure,negative,Charger breaking apart,"It is public and in the very back of the building,
but the charger is breaking apart: the prongs are all messed up almost bent my car port and plus the charge is slow* (not a super charger). Only one available and would've taken 5 hours to gain 60% charge. I drove the hour to Waco and got free coffee while I shopped... #Better",0,
1883,Accessibility+Availability ,availability,negative,Only one charger available,"It is public and in the very back of the building,
but the charger is breaking apart: the prongs are all messed up almost bent my car port and plus the charge is slow* (not a super charger). Only one available and would've taken 5 hours to gain 60% charge. I drove the hour to Waco and got free coffee while I shopped... #Better",0,
1884,Speed+Efficiency ,efficiency,negative,Slow charging speed,"It is public and in the very back of the building,
but the charger is breaking apart: the prongs are all messed up almost bent my car port and plus the charge is slow* (not a super charger). Only one available and would've taken 5 hours to gain 60% charge. I drove the hour to Waco and got free coffee while I shopped... #Better",0,
1885,Amenities+Location,amenities,positive,Free coffee in Waco,"It is public and in the very back of the building,
but the charger is breaking apart: the prongs are all messed up almost bent my car port and plus the charge is slow* (not a super charger). Only one available and would've taken 5 hours to gain 60% charge. I drove the hour to Waco and got free coffee while I shopped... #Better",0,
1886,Accessibility+Availability ,accessibility,negative,Not accessible charging stations,Charging stations was  not accessible,0,
1887,Accessibility+Availability ,infrastructure,negative,Charging stations not easily accessible,Charging stations was  not accessible,0,
1888,Amenities+Location,user interface,negative,Confusing location of charging station,"I dont have a tesla but uh, where is the charging station?",0,
1889,Accessibility+Availability ,availability,negative,Unable to locate charging station,"I dont have a tesla but uh, where is the charging station?",0,
1890,Reliability+Maintenance,infrastructure,negative,Charger left to rot,Charger is inoperable and left to rot in the back.,0,
1891,Accessibility+Availability ,infrastructure,negative,Lack of charging equipment,No cable,0,
1892,Accessibility+Availability ,availability,positive,Insane amount of superchargers,"Insane amount of superchargers, 40+. More than enough for everyone to plug-in and go! Buc-ee’s is massive and intense so be prepared. It is actually really nice to have the superchargers away from normal parking.",0,
1893,Accessibility+Availability ,charging location,positive,More than enough for everyone,"Insane amount of superchargers, 40+. More than enough for everyone to plug-in and go! Buc-ee’s is massive and intense so be prepared. It is actually really nice to have the superchargers away from normal parking.",0,
1894,Amenities+Location,infrastructure,positive,Buc-ee's is massive and intense,"Insane amount of superchargers, 40+. More than enough for everyone to plug-in and go! Buc-ee’s is massive and intense so be prepared. It is actually really nice to have the superchargers away from normal parking.",0,
1895,Accessibility+Availability ,accessibility,positive,Superchargers away from normal parking,"Insane amount of superchargers, 40+. More than enough for everyone to plug-in and go! Buc-ee’s is massive and intense so be prepared. It is actually really nice to have the superchargers away from normal parking.",0,
